label,text
1.5,"After two brilliant outings with The Guard and Calvary, all eyes were on Irish writer/director John Michael McDonagh's third feature. There's a problem though, and that problem is the same one that plagued his brother Martin when he delivered the woefully misjudged Seven Psychopaths after his successful debut, In Bruges. Martin's problem was heading straight for Hollywood while forgetting to take a coherent script with him and this film has a similar sense of deja vu. Plot: Terry Monroe (Alexander Skarsgård) and Bob Bolaño (Michael Peña) are two cops who are just as corrupt as the criminals they arrest. However, when they try and shake down a strip club owner, they stumble on an even bigger crime lord.Leaving behind the idyllic coasts of Ireland, McDonagh's third outing focuses on the sun kissed streets of L.A. where he delivers a generic buddy/cop story. He attempts to play with conventions a little by throwing in some one liners that are sure to cause offence with some minority or other but the jokes are strained and few, if any, work at all. You might think that if the humour doesn't fly then you'll find something else to grab your interest but there isn't anything. The story lacks drive and there's nothing here that we haven't seen before. In fact, most recently Ryan Gosling and Russell Crowe tread the same ground with The Nice Guys with much more entertaining results. I actually felt sorry for Skarsgård and Peña; they are two gifted actors but there's no material here to work with and, together, they simply lack chemistry. There's also no attempt, whatsoever, to craft a three dimensional villain. What we get in this respect is strictly a stereotype with Theo James' upper-class, nasty attitude and posh English accent. Some vibrancy is attempted with the introduction of Caleb Landry Jones' flamboyant strip-club owner but the only colour he injects is his bright yellow socks. It's actually hard to believe that this was the same person who wrote and directed the sublime Calvary - one of my favourite films of 2014.An absolutely pointless and messy endeavour that suffers horrendously from a lazy script In fact, to quote the film itself, ""it starts and ends with the script. If you ain't got a good script, you ain't got shit"". Wise words but it's just a shame that McDonagh didn't pay heed to them.Mark Walker"
5,"I thought this movie kicked ass! Kinda like Pulp Fiction, meets Harold and Kumar, go to White Castle. Go see it bitches!! Two thumbs up!!"
1.5,Couldn't keep interest and fell asleep
0,looks like a good ð??¥
4,Highly entertaining.
3.5,"Abrasively crude and admittedly scattershot, War on Everyone's enjoyment factor hinges entirely upon whether or not you can stomach the two morally reprehensible characters who are ostensibly the protagonists of the film.I like my humor dark as hell, so this worked for me to a degree"
0.5,Absolute bag of shit!!!
0.5,"i hated the storyline, i hated how they swore so much. i hated the nude scenes and i hate when they think those scenes are necessary to get views. what i hated the most was how they kept making fun of muslims and arabs. this movie was sick for one huge reason; they joked about how it wasn't okay to harass anyone unless they were an ARAB. Who the hell gave americans or anyone the luxury to decide if it was okay or not to harass arabs! who said anyone owned arabs or muslims or anyone?! i know hollywood and movies and actors just want to send a message through their work. if this is the message they wanted to send then hollywood and that whole cast are monsters. if they're trying to say that it's okay for them to harass arabs then they shouldn't be surprised when we actually decide to stop staying quiet. these stuff shouldn't be ignored. i don't remember arabs ever deciding whether it was fine to harass american or other people from other nationalities, but maybe we should start thinking that way. we were never violent, but i guess it is true how some of you people can be mentally ill pigs. sorry, i think i insulted pigs."
2,What did I just watch?
0.5,"The trailers are the best part of this film. This film is not funny, not well acted, but has some good cinematography. He film as a whole really disappointed me because I wanted a great film but I got nothing in return. If you thought the trailers were meh, you will hate this film, if you liked the trailers, you will be disappointed. All in all one of the biggest disappointing films."
3,This movie cracked me up. They need to take these characters and make a TV show cuz the guys are hilarious.
0.5,"the trailer is deceptive. This is billed as a comedy, yet is devoid of laughs. The opening scene has the 2 leads running over a mime & asking it the impact will make a sound. The lack of characterization makes one not care what happens on screen. The lazy direction is a waste of the casts talents. The 2 leads point out racist experiences on the police force, yet engage in racist/prejudice acts (!?!?)."
1,"This movie could have been better, if.... Michael Pena was not in it since he has statically the same facial expressions in every goddamn movie and is an incredibly dull and unfunny actor. He is catastrophic in this movie. ...if the setting was not the US, but Ireland, UK or Scandinavia, since the director is Irish and like his previous movies should have presented a European setting with badass and corrupt cops. He just could not pull off the overused American bad cop theme here. ...if Tessa Thompson's character did not exist. Was she really necessary? Her agents try hard to make her happen, it's obvious because she is very popular these days, but cannot act at all. This movie certainly did not need any romantic subplot. -....if the jokes were more clever and imaginative. They were very flat from beginning to end. I know the style of the director, which can be offensive etc., but I only laughed about two times during the whole runtime. That failed hard....if the soundtrack was diverse and other characters more interestingly and better written (they were all caricatural and I did not care for any of them)What I liked was Alexander Skarsgard's acting, since I like his works and acting in general. However, his background, lines, clothes and his godawful haircut really made him unlikeable. There was absolutely no reason for him to have a change of heart at the end. I liked the ""Blue Lagoon"" joke and how he was drinking on his own at the bar. He is a really bad dancer and has issues with romantic scenes in general since he is very stiff and often appears asexual although he arouses sexuality. I also enjoyed Stephanie Sigman, whenever she was on screen. All in all, it is a disappointing movie which I would not watch for the second time."
4,"Absurdistische komedie over de meest rampzalige politieagenten die je maar tegen zult komen werkt goed op de lachspieren, vooral dankzij John Michael McDonagh krankzinnige script en het plezierige spel tussen Pena en Skarsgard."
2,Getting awkward more than it bargained for.
3,"Note bad, not great. Some of the writing and comedy is stiff, but it's pretty entertaining. Pena needs to slow down his dialogue; too much of what he says is incoherent."
2.5,"the idea is ok, acting decent (although Bob sucks) image was ok, but the script and direction .. they dont seem to have too high of an IQ"
5,"I loved this wee Indie gem, well acted and tongue in cheek, in our politically correct world this is a f**k you to it all! It's hilarious in parts and yes smacks of Tarantino but what a compliment!Refreshing, funny and I got it!!!"
0,This is going to be cool alright.
2,"Everyone gets a mis-step, and this is John Michael McDonagh's. Sporadically funny, and drops the tantalising suggestion that Alexander Skarsgard has a hitherto unexplored flair for visual comedy, but the funnies are too few and far between and they aren't made in service of any plot or character structure worth caring about. An attempt to up the stakes and explain the vague ""organised crime"" threat late in the piece comes across as unfortunately tacky rather than just trite."
4,"The latest offering from director John Michael Donagh is an off kilter indie crime comedy.Upholding the law could not be further away from their line of duty for two wayward detectives Terry Monroe (Alexander Skarsgärd) and Bob Bolaña (Michael Peña). Drugs, blackmail, assault being just a few of their crimes as they work the Albuquerquey, New Mexico beat. But when the pair come across a dangerous crime ring run by debauched, amoral Brit James Mangan (Theo James) and his right hand man, effeminate strip club owner Birdwell (Caleb Landry Jones), they find themselves in way, way over their heads.The bad to the bones lead duo are joyously over the top and clearly had a lot of fun making the movie. Featuring gratuitous violence, language, drug use, sexy dancing and a deliciously wistful soundtrack, breaking the law has never been so funny."
4.5,"Funny, thought-provoking and violent, ""War on Everyone"" makes you laugh, cry and think. It's a clever Tarantion-like film that definitely won't be popular, but will be warmly met by people who like films with plot, likable and memorable characters, dark humour, good soundtrack and excellent cinematography."
1,ein selten schlechter Film mit unterirdisch seichtem Witz.
0.5,"The only movie I have ever walked out of half way through, it just wasn't worth my time!"
3.5,"3.5 stars: So do you know what sound a mime-artist makes when hit by a car? This is one of the questions answered in the first 5 minuets and it also the type of black humour you get in this movie. Directed by John M McDonagh (The Guard, Calvary), with Alexander Skarsgård and Michael Peña. This (as the tagline says) is 'bad cop, worse cop' buddy movie that riffs on those 80s cop movies, such as 'Beverly Hills Cop', 'Lethal Weapon' and throwing in some Pulp Fiction pretensions. A running joke about a feud with the SWAT team... though didn't 'Hot Fuzz' do this?.. and better? It still a likeable film with some funny sequences and dialogue. Worth going to see if you get a chance, considering it's limited showings."
1,"-- WARNING! The Following is a long as balls review which could bore people to death or mildly titillate their funny bones. READER DISCRETION IS ADVISED --Starring Alexander Skarsga?rd and Michael Pen?a as two corrupt cops in New Mexico, War on Everyone tells the story of Terry Malone and Bob Bolan?o and their debauched quest to frame and blackmail every criminal insight to further their own twisted agendas be that money and/or drugs. Writer and director John Michael McDonagh has already established and proven his worth in the industry with his previous black comedic work with the cult hit The Guard and the highly acclaimed Calvary. On paper, from the sound of the story and McDonagh's reputation as a creator, this should mean that the audience is in safe hands for a good ole mean spirited romp. Think again. Right off the bat, I found that there was barely ANY redeeming factors in John Michael McDonagh's tone deaf andmuddled War On Everyone.What makes War on Everyone a war on all of my sensibilities as a fan of cinema is because of how strong, well rounded and entertaining John Michael McDonagh's previous films are. The Guard and Calvary are films that were critically well received and were featured in many top critics' favourite films of the year respective to their release. Which makes the dire quality of his latest feature a much harder pill to swallow. The plot itself is fairly cliche? with far too many unexplained coincidences garnished with a few quaint reveals here and there, but it is labored with pointless asides and jumps to scenes where characters exchange dialogue whichneither further advance plot nor character. These asides either consist of either jokes that fall flat on their face or quasi-intellectual philosophical monologues, which feel like leftover tidbits from other older scripts. One in particular consists of Terry finding a jellyfish in the middle of the desert, which looks like the setting of Breaking Bad episode ""Ozymandias"", and goes onto say how he's scared of being ""accidentally"" killed by a jellyfish. You could hear crickets chirp from 50 miles away.Nevertheless, even when the narrative is chugging along the dialogue and discourse within the film feels flat and stale. The sticking out tongue, offensive and acerbic nature of their dialogue was as shocking as it was funny, which is to say it wasn't funny or shocking at all. Instead a high level of petulance exuded off the screen, which felt as welcome as pre- pubescent body odor. I though that this fault in the script may be in part due to the context of the film itself. Take John McDonagh's brothers 2008 masterpiece In Bruges. The reason why we are in both equal parts shocked and amused by the witty black dialogue Martin McDonagh pens in In Bruges is because we are not expecting to hear such vulgar language inthe setting of a quaint European ""fairytale town"" full of tourists and families. A movie set in the United States of America on the other hand about two reprehensible corrupt cops? The history of countless police movies suggests we will hear some lewd lines and cursing. Thus the dialogue and jokes fall on death ears with not a soul laughing in their seats. What makes the dialogue worse is that you can also feel an air of smugness come across when you watch events unfold and banter arise from our ""protagonists"". You can feel that both Skarsga?rd and Pen?a believe that the lines they are spewing are just so funny and that they are just so funny for saying them.Which brings us onto another issue with the film; the casting. You can tell Skarsga?rd is attempting to shed his pretty boy persona and trying very hard to craft a ""character"" within the hour and 38 minute runtime. Unfortunately there isn't enough meat on the bones of his thinly written role for him to try something wholly original and fresh. Michael Pen?a on the other hand is Michael Pen?a and shows as much range as a discounted spatula. Pen?a himself is no stranger to the buddy cop franchise and I find him to be a pleasant and warm presence in 2012's End of Watch. But where his character in that film is balanced and realistic, his role in War on Everyone feels like a cartouche of his End of Watch counterpart. The problem in common with both Skarsga?rd and Pen?a's characters however is not that they are necessarily bad in their respective roles; it's that McDonagh reaches a hand for us to sympathise and care for their characters when they deserve anything but. Scorsese masterfully shows in Wolf of Wall Street that you can make an entertaining motion picture showcasing the scum of the world that you can enjoy from a distance because it never once asks you for sympathy for it's characters. Having said that though the chemistry between the two leads is perfectly fine. It's like their two poorly performed peas in a pod. But the biggest crime in terms of casting that the film perpetrates is thinking that general public would buy Divergent's Theo James as a genuinely threatening villain. I've seen sponges more threatening.Some pro's amidst the overwhelming cons are that at least the direction of the film is competent, chase scenes are entertaining and there is a brief random change of setting to Iceland which throws the audience completely off-guard and provides maybe the films most entertaining sequence. However I can't mask how surprised and truly disappointed I am at the way War on Everyone turned out. This is NOT the witty and clever subversion of tropes of the buddy cop genre that I had hoped for and expected from atalent such as McDonagh. Instead this is an exploitative movie that thinks far too highly of itself to take a step back and take a good look at what it is; Offensive - and not in a good way."
0.5,One of the worst films I've ever seen. Purely a commercial exercise in film making that went terribly wrong somewhere. Pained performances. Not hip. Not slick. Just boring.
0.5,"Very little to redeem this movie. Awful very limited plot, somewhat pointless. Very little humour. I suppose the quality of acting was passable. Oh dear oh dear. I guess it just didn't appeal to me. Others may get the point of it. A 50:50 user rating suggests some love it and others don't like it at all. I'm definitely in the latter camp."
0.5,only film we ever walked out of
2.5,"Basically a remake of Lethal Weapon with 2 Martin Riggs (the Mel Gibson character) updated with extra expletives and crudeness, this is entertaining enough and has its moments but is also rather cynical and disposable - the perfect example of a film where the whole is less than the sum of its parts. Frankly, the narrative comes across as unfocused and a bit all over the place but the bigger problem is the writer seems to have confused eccentricities with characterisations. So Michael Pena's cop and his wife quote philosophy to each other; Alexander Skarsgard's cop loves Glen Campbell (so that his greatest hits can be used to soundtrack the film) and Tessa Thompson's stripper is actually a cultured dancer because she reads a lot and loves MOMA. But other than that sketchy outline, you don't really know, let alone care for, these characters. It doesn't help that the big bad played by Theo James is more cartoonish than villainous. Maybe all this is just very tongue in cheek but somehow I had hoped, after the wonderful The Guard and the more thoughtful (and still thrilling) Calvary, John Michael McDonagh's first 'American' film would be more than just a bunch of eccentric sub-Tarantino-esque characters running around until the vacuous and uncharacteristically redemptive Grand Guignol finale. Also: will someone please explain the title of the movie to me?"
4.5,I don't know what I just watched but it was deeply offensive.
3.5,Dark comedy & easy on the eye
2,"War on Everyone breaches the boundaries of political correctness and sincerity but whilst amusing, comedy of the back of racist stereotypes and cynicism is enough to question your own morals. Not funny enough to make this random movie entertaining!"
4.5,"Rather amusing movie with fair amount of humour and a kick ass sound track , Defo worth checking out"
1,"The difference with the monstrous policeman in The Guard, is that here the characters aren't ever particularly likeable. It's hard to see them suddenly changing to become heroes two thirds in; it wasn't believable.The two women partners to these cops are just one dimensional and the villain is a collage of all the evil - gangster, kiddy fiddler, and an English Lord to boot.So none of the main characters were memorable enough to stay in the mind after leaving the cinema.Not worth the money I'm , sorry to say"
5,Loved this movie. One of the best movies I have seen in a while. It showed how good can turn bad to eradicate evil. Nice partnership as always !
0.5,Laughed all the way through...that I'd actually wasted good money to see it.
0.5,"War On Everyone is an ugly, obnoxious piece of shit. I walked out halfway."
4,Loved this absolutely hilarious highly recommended viewing!!
3.5,"John Michael McDonagh's 'War on Everyone' (2016) is a darkly comical buddy cop film that hits hard on both laughs and action. Though undeniably a fairly messy ride (the plot isn't particularly thrilling for example), the zany one-liners and general off-kilter tone of 'War on Everyone' is so enjoyable, a lot of its technical shortcomings can be swept under the rug. Don't take this film seriously and you'll have a great time with it."
1,"I had the misfortune of seeing War on Everyone at one of Odeon's Screen Unseen events and it had to be one of the most excruciating cinema experiences of my life. The film mostly consists of forced one-liners, obviously improvised with smatterings of extreme violence with very little much in the way of plot. It tries to be offensive for the sake of being offensive. Tonally it's all over the place, it tries to make you feel some sort of sympathy with the lead characters, particularly Skarsgard, who plays an alcoholic, when in fact they are pretty unlikeably with no redeeming qualities.If you've seen the trailer there's a line where one of the characters says, ""If you haven't got a good script, you haven't got shit"", which seemed like it was a dig at the current slew of poor blockbusters. How wrong I was, it was obviously a self-referential comment on the film itself."
3.5,Very strange movie but it was a fun interesting comedy action.
4.5,superb with a great soundtrack ð???ð???ð???
0,Can't wait to see this movie! Alex Skarsgard is a great actor. I will certainly watch all his work
